source_url	parsed_url
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/quickref.9560fc72dcbcb855b564.chunk.js
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://regex101.com/settings/general
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_landscape.png
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://digidib.dev/docs/regex101/sponsors/
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/vendors-accountPage-quickref.08c9181b288c969dc941.chunk.js
https://regex101.com/	https://regex101.com/static/67.7a08e53f4cbe0280b2fa.css
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/static/23.a37efa490370e3128828.css
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://1.1.1.1/	https://1.1.1.1/ko-KR/
https://1.1.1.1/	https://1.1.1.1/zh-Hans/
https://1.1.1.1/	https://1.1.1.1/media/manifest.json
https://1.1.1.1/	https://cloudflare.com
https://1.1.1.1/	https://1.1.1.1/pt-BR/
https://1.1.1.1/	https://1.1.1.1/de-DE/
https://1.1.1.1/	https://1.1.1.1/#a
https://1.1.1.1/	https://1.1.1.1/uk-UA/
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/windows/
https://1.1.1.1/	https://itunes.apple.com/us/app/1-1-1-1-faster-internet/id1423538627
https://1.1.1.1/	https://1111-releases.cloudflareclient.com/mac/latest
https://1.1.1.1/	https://play.google.com/store/apps/details?id=com.cloudflare.onedotonedotonedotone
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/linux/
https://1.1.1.1/	https://1.1.1.1/favicon.ico
https://1.1.1.1/	https://1.1.1.1/fa-IR/
https://1.1.1.1/	https://1.1.1.1/zh-Hant/
https://1.1.1.1/	https://1.1.1.1/site-aa686e0e9e4d122550f8.css
https://1.1.1.1/	https://1.1.1.1/ar-EG/
https://1.1.1.1/	https://pkg.cloudflareclient.com/
https://1.1.1.1/	https://twitter.com/intent/tweet?text=ISPs%20spy%20on%20your%20Internet%20traffic%20and%20sell%20the%20data.%20I%27m%20using%201.1.1.1%20with%20WARP%2C%20a%20free%20app%20which%20makes%20the%20Internet%20on%20my%20phone%20faster%20and%20more%20private.%20You%20should%20get%20the%20app%20too%3A%20https%3A//one.one.one.one
https://1.1.1.1/	https://1.1.1.1/#b
https://1.1.1.1/	https://1.1.1.1/fr-FR/
https://1.1.1.1/	https://www.cloudflare.com/careers/departments/
https://1.1.1.1/	https://1.1.1.1/ru-RU/
https://1.1.1.1/	https://1111-releases.cloudflareclient.com/win/latest
https://1.1.1.1/	https://1.1.1.1/pl-PL/
https://1.1.1.1/	https://1.1.1.1/es-ES/
https://1.1.1.1/	https://1.1.1.1/tr-TR/
https://1.1.1.1/	https://1.1.1.1/ja-JP/
https://1.1.1.1/	https://1.1.1.1/id-ID/
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/macOS/
https://1.1.1.1/	https://1.1.1.1/family/
https://1.1.1.1/	https://1.1.1.1/dns/
https://1.1.1.1/	https://1.1.1.1/it-IT/
https://1.1.1.1/	https://blog.cloudflare.com/warp-for-desktop
https://1.1.1.1/	https://1.1.1.1
https://1.1.1.1/	https://1.1.1.1/nl-NL/
https://1.1.1.1/	https://1.1.1.1/he-IL/
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-celebrates-trumps-threat-withhold-federal-funding-maine-over-trans
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/rss.xml
https://www.mediamatters.org/	https://www.mediamatters.org/will-cain/fox-news-host-no-one-suspects-trumps-executive-order-targeting-trans-troops-about
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-signaling-he-wants-shutter-or-gut-fema-another-project-2025-scheme
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/after-judge-scrutinized-trumps-ban-trans-service-members-military-laura-ingraham-invoked
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-are-celebrating-trumps-ban-trans-service-members-military
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-says-government-workers-operate-worthless-parasites-american-taxpayer
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/key-trump-officials-appeared-fox-news-124-times-first-month-his-presidency
https://www.mediamatters.org/	https://www.mediamatters.org/michael-knowles/maga-media-take-credit-stirring-capitol-hill-bathroom-controversy
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_TU9jnMXnJMspOgux9wP6Q4S2Q16sniL8u8E_m_pyJyI.css?delta=6&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUtFuwzAI_KG4kfZDFbGpw4aNZ-N2_fuRdtLipi-OOAh3HLR7U0zzAg2nUkVF7wXnyLIATyld4KwrJpwvkrXtgWMJBlKpBOyY2ljciqhicB7K0KP2rOQlT1EkMp4V4hw1jSHE1_gEn_Az9Be_8SaTAPbmPuhKQOwaxdwH9kaKjiXKOKco1qlAhVihrG0OtRfg0z9y6rn0xWZcMex_DaDIlNF5SQW8vvfmTVLR3K9mTg2jafiYytZixGn7pkFrQ68k2Skp4z6RRb2Jc38Fb7huFHC6Et7a_HhPSULnEXo1uUA0Z3YANOviFhb_daQYhGpFG2A7iz3M7sNWM8hbJeHGs8e6EpPeXYYrRTgMVDEHyvGw9oZQ_eoWGYbAnyINw0VqAv_d7VyedYMIhGAeJVlo9PWZmB5nhmxI1nkfnM0K4F-3sUh2
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-caller-pleading-jobs-military-vets-federal-government-there-will-be-other
https://www.mediamatters.org/	https://www.mediamatters.org/#rss
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-vouched-rfk-jrs-health-views-now-bill-may-come-due
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/laura-ingraham-sounded-alarm-about-need-congress-assert-its-authority-against-tyrant
https://www.mediamatters.org/	https://www.mediamatters.org/russias-invasion-ukraine/fox-anchor-maria-bartiromo-repeats-trumps-claim-about-zelensky-and
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnn-rfk-jr-adviser-calley-means-says-kennedy-not-concerned-measles
https://www.mediamatters.org/	https://www.mediamatters.org/media-matters-weekly-newsletter/media-matters-weekly-newsletter-february-21
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-long-downplayed-impacts-overturning-roe
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/wildfire/fox-news-mostly-silent-trumps-ill-advised-and-dangerous-release-water-california-after
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-post/trumps-move-curtail-nyc-congestion-pricing-follows-lobbying-murdoch-media-empire
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/fox-guest-defends-jarring-deportation-videos-saying-immigrants-understand-force-and
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/russias-invasion-ukraine/ben-shapiro-says-he-has-moral-objections-trumps-remarks-ukraine-ukraine
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_FgqYZHoHiZI29W41dy6R4LNQCJZCwvvKIt7UbFM15ng.css?delta=0&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUtFuwzAI_KG4kfZDFbGpw4aNZ-N2_fuRdtLipi-OOAh3HLR7U0zzAg2nUkVF7wXnyLIATyld4KwrJpwvkrXtgWMJBlKpBOyY2ljciqhicB7K0KP2rOQlT1EkMp4V4hw1jSHE1_gEn_Az9Be_8SaTAPbmPuhKQOwaxdwH9kaKjiXKOKco1qlAhVihrG0OtRfg0z9y6rn0xWZcMex_DaDIlNF5SQW8vvfmTVLR3K9mTg2jafiYytZixGn7pkFrQ68k2Skp4z6RRb2Jc38Fb7huFHC6Et7a_HhPSULnEXo1uUA0Z3YANOviFhb_daQYhGpFG2A7iz3M7sNWM8hbJeHGs8e6EpPeXYYrRTgMVDEHyvGw9oZQ_eoWGYbAnyINw0VqAv_d7VyedYMIhGAeJVlo9PWZmB5nhmxI1nkfnM0K4F-3sUh2
https://www.mediamatters.org/	https://www.mediamatters.org/joy-reid/msnbcs-reidout-angelo-carusone-discusses-how-trump-administration-speaking-right-wing
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_4Z2WnOB3a21VXx8UHZez59D_yVJsgoyvecwcZrEjDtw.css?delta=5&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUtFuwzAI_KG4kfZDFbGpw4aNZ-N2_fuRdtLipi-OOAh3HLR7U0zzAg2nUkVF7wXnyLIATyld4KwrJpwvkrXtgWMJBlKpBOyY2ljciqhicB7K0KP2rOQlT1EkMp4V4hw1jSHE1_gEn_Az9Be_8SaTAPbmPuhKQOwaxdwH9kaKjiXKOKco1qlAhVihrG0OtRfg0z9y6rn0xWZcMex_DaDIlNF5SQW8vvfmTVLR3K9mTg2jafiYytZixGn7pkFrQ68k2Skp4z6RRb2Jc38Fb7huFHC6Et7a_HhPSULnEXo1uUA0Z3YANOviFhb_daQYhGpFG2A7iz3M7sNWM8hbJeHGs8e6EpPeXYYrRTgMVDEHyvGw9oZQ_eoWGYbAnyINw0VqAv_d7VyedYMIhGAeJVlo9PWZmB5nhmxI1nkfnM0K4F-3sUh2
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-partner-lays-foundation-trump-ignore-congressional-spending-major-power
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_LWA-ianm3aSTE5bSgN2u5VkGWMbJYpfKnKPiYABvgv4.css?delta=1&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUtFuwzAI_KG4kfZDFbGpw4aNZ-N2_fuRdtLipi-OOAh3HLR7U0zzAg2nUkVF7wXnyLIATyld4KwrJpwvkrXtgWMJBlKpBOyY2ljciqhicB7K0KP2rOQlT1EkMp4V4hw1jSHE1_gEn_Az9Be_8SaTAPbmPuhKQOwaxdwH9kaKjiXKOKco1qlAhVihrG0OtRfg0z9y6rn0xWZcMex_DaDIlNF5SQW8vvfmTVLR3K9mTg2jafiYytZixGn7pkFrQ68k2Skp4z6RRb2Jc38Fb7huFHC6Et7a_HhPSULnEXo1uUA0Z3YANOviFhb_daQYhGpFG2A7iz3M7sNWM8hbJeHGs8e6EpPeXYYrRTgMVDEHyvGw9oZQ_eoWGYbAnyINw0VqAv_d7VyedYMIhGAeJVlo9PWZmB5nhmxI1nkfnM0K4F-3sUh2
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-says-90-federal-jobs-should-not-exist
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/dan-bongino/dan-bongino-suggests-trump-launch-investigation-special-tyrant-jack-smith
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-responds-atlanta-shooting-calling-guys-guns-inside-schools
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/comprehensive-review-revolving-door-between-fox-and-second-trump-administration
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnn-and-msnbc-feature-trans-voices-coverage-historic-supreme-court-case
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
